# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  376       1.335844030169e-02       1.188561407993e-26       1.212568297487e-02       2.174081621075e-15       3.116854929951e-15       5.651367561492e-15       5.064987820860e-10       3.834735643130e-09      -3.520162722480e-29       2.990672148083e-10 
  377       1.337208297070e-02       1.080540200134e-26       1.212346083391e-02       2.150906434327e-15       3.083881268906e-15       5.592954000834e-15       5.037228051879e-10       3.817575579624e-09      -3.200236274772e-29       2.972857563699e-10 
  378       1.338529184003e-02       9.696946485588e-27       1.212080399455e-02       2.128050592666e-15       3.051358267033e-15       5.535322315463e-15       5.009524701694e-10       3.800430697508e-09      -2.871944967327e-29       2.955132016274e-10 
  379       1.339805243071e-02       8.569248312469e-27       1.211773875763e-02       2.105506488873e-15       3.019275438928e-15       5.478454062260e-15       4.981894262074e-10       3.783300395566e-09      -2.537954561403e-29       2.937505268556e-10 
  380       1.341035001248e-02       7.431503358829e-27       1.211429201274e-02       2.083266220864e-15       2.987621887587e-15       5.422330075109e-15       4.954353479448e-10       3.766184002914e-09      -2.200988600152e-29       2.919987217656e-10 
  381       1.342216960214e-02       6.293103891061e-27       1.211049124211e-02       2.061321589392e-15       2.956386301187e-15       5.366930459232e-15       4.926919356272e-10       3.749080778345e-09      -1.863828791431e-29       2.902587895708e-10 
  382       1.343349596188e-02       5.163639857611e-27       1.210636452438e-02       2.039664095745e-15       2.925556949858e-15       5.312234585534e-15       4.899609152393e-10       3.731989909673e-09      -1.529315390592e-29       2.885317470532e-10 
  383       1.344431359766e-02       4.052900181483e-27       1.210194053846e-02       2.018284939441e-15       2.895121682466e-15       5.258221084938e-15       4.872440386411e-10       3.714910513076e-09      -1.200347583292e-29       2.868186246293e-10 
  384       1.345460675755e-02       2.970874052741e-27       1.209724856731e-02       1.997175015929e-15       2.865067923391e-15       5.204867842724e-15       4.845430837047e-10       3.697841632438e-09      -8.798838682893e-30       2.851204664164e-10 
  385       1.346435943007e-02       1.927752221018e-27       1.209231850177e-02       1.976324914285e-15       2.835382669303e-15       5.152151992871e-15       4.818598544499e-10       3.680782238697e-09      -5.709424402449e-30       2.834383302986e-10 
  386       1.347355534259e-02       9.339282880124e-28       1.208718084438e-02       1.955724914913e-15       2.806052485943e-15       5.100049912395e-15       4.791961811815e-10       3.663731229182e-09      -2.766015725248e-30       2.817732879927e-10 
  387       1.348217795963e-02       0.000000000000e+00       1.208186671320e-02       1.935364987237e-15       2.777063504899e-15       5.048537215687e-15       4.765539206251e-10       3.646687426964e-09       0.000000000000e+00       2.801264251149e-10 
  388       1.349021558998e-02      -8.652907249383e-28       1.207640498935e-02       1.915236509436e-15       2.748403798352e-15       4.997592965417e-15       4.739346703914e-10       3.629650352009e-09       2.562731831567e-30       2.784986731125e-10 
  389       1.349767692190e-02      -1.661325300854e-27       1.207081363418e-02       1.895337503239e-15       2.720070607821e-15       4.947212490437e-15       4.713389003158e-10       3.612622567805e-09       4.920347703241e-30       2.768902979954e-10 
  390       1.350457606579e-02      -2.389572874190e-27       1.206510805477e-02       1.875667590420e-15       2.692063379489e-15       4.897395036229e-15       4.687667888935e-10       3.595607421225e-09       7.077198786536e-30       2.753013926108e-10 
  391       1.351092750032e-02      -3.051550573047e-27       1.205930393249e-02       1.856226287521e-15       2.664381409330e-15       4.848139589340e-15       4.662185059273e-10       3.578608278598e-09       9.037778360262e-30       2.737320429814e-10 
  392       1.351674607488e-02      -3.648823853512e-27       1.205341722448e-02       1.837013004918e-15       2.637023841777e-15       4.799444875070e-15       4.636942124370e-10       3.561628525662e-09       1.080672283624e-29       2.721823282391e-10 
  393       1.352204701195e-02      -4.183006845985e-27       1.204746416523e-02       1.818027045886e-15       2.609989668389e-15       4.751309355166e-15       4.611940605685e-10       3.544671567526e-09       1.238881278501e-29       2.706523205565e-10 
  394       1.352684590957e-02      -4.655762701500e-27       1.204146126815e-02       1.799267605669e-15       2.583277726522e-15       4.703731225511e-15       4.587181935031e-10       3.527740828621e-09       1.378897396156e-29       2.691420850798e-10 
  395       1.353115874370e-02      -5.068803938053e-27       1.203542532705e-02       1.780733770547e-15       2.556886697996e-15       4.656708413819e-15       4.562667453670e-10       3.510839752661e-09       1.501227833102e-29       2.676516798609e-10 
  396       1.353500187070e-02      -5.423892786929e-27       1.202937341774e-02       1.762424516901e-15       2.530815107764e-15       4.610238577325e-15       4.538398411400e-10       3.493971802602e-09       1.606394509436e-29       2.661811557903e-10 
  397       1.353839202965e-02      -5.722841539023e-27       1.202332289957e-02       1.744338710279e-15       2.505061322585e-15       4.564319100475e-15       4.514375965654e-10       3.477140460593e-09       1.694934171415e-29       2.647305565289e-10 
  398       1.354134634489e-02      -5.967512891170e-27       1.201729141695e-02       1.726475104467e-15       2.479623549686e-15       4.518947092620e-15       4.490601180589e-10       3.460349227941e-09       1.767398494024e-29       2.632999184411e-10 
  399       1.354388232833e-02      -6.159820292469e-27       1.201129690093e-02       1.708832340556e-15       2.454499835438e-15       4.474119385708e-15       4.467075026176e-10       3.443601625060e-09       1.824354183545e-29       2.618892705265e-10 
  400       1.354601788191e-02      -6.301728290607e-27       1.200535757072e-02       1.691408946003e-15       2.429688064017e-15       4.429832531972e-15       4.443798377302e-10       3.426901191434e-09       1.866383080135e-29       2.604986343530e-10 
  401       1.354777130001e-02      -6.395252878186e-27       1.199949193525e-02       1.674203333704e-15       2.405185956081e-15       4.386082801626e-15       4.420772012850e-10       3.410251485575e-09       1.894082260389e-29       2.591280239887e-10 
  402       1.354916127189e-02      -6.442461839048e-27       1.199371879471e-02       1.657213801060e-15       2.380991067434e-15       4.342866180554e-15       4.397996614804e-10       3.393656084972e-09       1.908064139918e-29       2.577774459346e-10 
  403       1.355020688405e-02      -6.445475094600e-27       1.198805724211e-02       1.640438529043e-15       2.357100787697e-15       4.300178368002e-15       4.375472767330e-10       3.377118586058e-09       1.908956575916e-29       2.564468990571e-10 
  404       1.355092762270e-02      -6.406465050140e-27       1.198252666480e-02       1.623875581261e-15       2.333512338973e-15       4.258014774270e-15       4.353200955879e-10       3.360642604162e-09       1.897402969734e-29       2.551363745201e-10 
  405       1.355134337615e-02      -6.327656941182e-27       1.197714674606e-02       1.607522903031e-15       2.310222774522e-15       4.216370518405e-15       4.331181566273e-10       3.344231773466e-09       1.874062369449e-29       2.538458557176e-10 
  406       1.355147443723e-02      -6.211329179784e-27       1.197193746658e-02       1.591378320439e-15       2.287228977426e-15       4.175240425889e-15       4.309414883798e-10       3.327889746964e-09       1.839609572437e-29       2.525753182063e-10 
  407       1.355134150568e-02      -6.059813700867e-27       1.196691910608e-02       1.575439539412e-15       2.264527659257e-15       4.134619026334e-15       4.287901092301e-10       3.311620196418e-09       1.794735227941e-29       2.513247296376e-10 
  408       1.355096569064e-02      -5.875496308549e-27       1.196211224481e-02       1.559704144784e-15       2.242115358751e-15       4.094500551172e-15       4.266640273277e-10       3.295426812315e-09       1.740145939649e-29       2.500940496904e-10 
  409       1.355036851298e-02      -5.660817022464e-27       1.195753776510e-02       1.544169599361e-15       2.219988440469e-15       4.054878931347e-15       4.245632404967e-10       3.279313303826e-09       1.676564368257e-29       2.488832300035e-10 
  410       1.354957190776e-02      -5.418270424089e-27       1.195321685292e-02       1.528833242990e-15       2.198143093474e-15       4.015747795007e-15       4.224877361445e-10       3.263283398761e-09       1.604729334044e-29       2.476922141078e-10 
  411       1.354859822663e-02      -5.150406003072e-27       1.194917099944e-02       1.513692291626e-15       2.176575329994e-15       3.977100465197e-15       4.204374911716e-10       3.247340843526e-09       1.525395919447e-29       2.465209373587e-10 
  412       1.354747024028e-02      -4.859828503552e-27       1.194542200252e-02       1.498743836398e-15       2.155280984095e-15       3.938929957544e-15       4.184124718804e-10       3.231489403084e-09       1.439335571625e-29       2.453693268688e-10 
  413       1.354621114081e-02      -4.549198270493e-27       1.194199196834e-02       1.483984842677e-15       2.134255710346e-15       3.901228977959e-15       4.164126338849e-10       3.215732860907e-09       1.347336205035e-29       2.442373014402e-10 
  414       1.354484454416e-02      -4.221231596000e-27       1.193890331285e-02       1.469412149143e-15       2.113494982491e-15       3.863989920321e-15       4.144379220195e-10       3.200075018935e-09       1.250202304001e-29       2.431247714969e-10 
  415       1.354339449254e-02      -3.878701065650e-27       1.193617876342e-02       1.455022466851e-15       2.092994092117e-15       3.827204864169e-15       4.124882702486e-10       3.184519697536e-09       1.148755025287e-29       2.420316390171e-10 
  416       1.354188545684e-02      -3.524435904817e-27       1.193384136029e-02       1.440812378299e-15       2.072748147321e-15       3.790865572398e-15       4.105636015759e-10       3.169070735458e-09       1.043832300668e-29       2.409577974659e-10 
  417       1.354034233903e-02      -3.161322324997e-27       1.193191445818e-02       1.426778336496e-15       2.052752071384e-15       3.754963488948e-15       4.086638279532e-10       3.153731989792e-09       9.362889394995e-30       2.399031317274e-10 
  418       1.353879047460e-02      -2.792303870131e-27       1.193042172782e-02       1.412916664025e-15       2.033000601433e-15       3.719489736494e-15       4.067888501903e-10       3.138507335924e-09       8.269967312897e-30       2.388675180375e-10 
  419       1.353725563495e-02      -2.420381762936e-27       1.192938715749e-02       1.399223552115e-15       2.013488287115e-15       3.684435114140e-15       4.049385578636e-10       3.123400667495e-09       7.168445482716e-30       2.378508239158e-10 
  420       1.353576402983e-02      -2.048615251224e-27       1.192883505456e-02       1.385695059706e-15       1.994209489264e-15       3.649790095110e-15       4.031128292260e-10       3.108415896356e-09       6.067384479729e-30       2.368529080987e-10 
  421       1.353434230974e-02      -1.680121954231e-27       1.192879004705e-02       1.372327112516e-15       1.975158378570e-15       3.615544824440e-15       4.013115311156e-10       3.093556952530e-09       4.976017757881e-30       2.358736204711e-10 
  422       1.353301756835e-02      -1.318078208944e-27       1.192927708519e-02       1.359115502106e-15       1.956328934248e-15       3.581689116669e-15       3.995345188655e-10       3.078827784162e-09       3.903752675491e-30       2.349128019994e-10 
